,RunId,iteration,Step,schedule_type,cooperadores_iniciais,Cooperating_Agents,Maior_Score_Agentes,Menor_Score_Agentes,Diferenca_Score_Agentes
757,757,34,100,Random,2250,0,50.44705582757463,0.0,50.44705582757463
758,758,34,100,Random,2500,2500,800.0,800.0,0.0
759,759,34,100,Simultaneous,0,0,0.0,0.0,0.0
760,760,34,100,Simultaneous,250,0,11.232653061224488,0.0,11.232653061224488
761,761,34,100,Simultaneous,500,0,30.05727919426087,0.0,30.05727919426087
762,762,34,100,Simultaneous,750,0,13.59207920792079,0.0,13.59207920792079
763,763,34,100,Simultaneous,1000,0,25.97014925373135,0.0,25.97014925373135
764,764,34,100,Simultaneous,1250,2087,798.0,54.07387102169136,743.9261289783086
765,765,34,100,Simultaneous,1500,24,800.0,0.0,800.0
766,766,34,100,Simultaneous,1750,2165,798.0,72.51964014167932,725.4803598583206
767,767,34,100,Simultaneous,2000,2064,800.0,33.240785221509725,766.7592147784903
768,768,34,100,Simultaneous,2250,1951,800.0,107.19229722337526,692.8077027766248
769,769,34,100,Simultaneous,2500,2500,800.0,800.0,0.0
770,770,35,100,Random,0,0,0.0,0.0,0.0
771,771,35,100,Random,250,2455,800.0,400.6515161141815,399.3484838858185
772,772,35,100,Random,500,2481,800.0,358.0312918589566,441.9687081410434
773,773,35,100,Random,750,2477,799.0,358.9819293879445,440.0180706120555
774,774,35,100,Random,1000,2500,800.0,504.4411443520612,295.5588556479388
775,775,35,100,Random,1250,2463,775.7243049466388,186.75813138494954,588.9661735616892
776,776,35,100,Random,1500,2442,799.0,279.7208749221305,519.2791250778695
777,777,35,100,Random,1750,2482,800.0,298.1309422464357,501.8690577535643
778,778,35,100,Random,2000,0,80.32475027746948,0.0,80.32475027746948
779,779,35,100,Random,2250,0,52.341571894828604,0.0,52.341571894828604
780,780,35,100,Random,2500,2500,800.0,800.0,0.0
781,781,35,100,Simultaneous,0,0,0.0,0.0,0.0
782,782,35,100,Simultaneous,250,0,238.00350877192983,0.0,238.00350877192983
783,783,35,100,Simultaneous,500,0,10.44805653710247,0.0,10.44805653710247
784,784,35,100,Simultaneous,750,0,11.90796460176991,0.0,11.90796460176991
785,785,35,100,Simultaneous,1000,2130,800.0,28.075672380880565,771.9243276191195
786,786,35,100,Simultaneous,1250,2154,798.0,28.793820784299122,769.2061792157009
787,787,35,100,Simultaneous,1500,15,724.0,0.0,724.0
788,788,35,100,Simultaneous,1750,2110,797.0,47.64629024424439,749.3537097557556
789,789,35,100,Simultaneous,2000,1989,800.0,51.082588456061,748.917411543939
790,790,35,100,Simultaneous,2250,1927,800.0,60.00558673432729,739.9944132656727
791,791,35,100,Simultaneous,2500,2500,800.0,800.0,0.0
792,792,36,100,Random,0,0,0.0,0.0,0.0
793,793,36,100,Random,250,2409,800.0,296.0,504.0
794,794,36,100,Random,500,2453,800.0,354.7495327102804,445.2504672897196
795,795,36,100,Random,750,0,42.11559555874398,0.0,42.11559555874398
796,796,36,100,Random,1000,2445,799.0,232.412664156713,566.5873358432871
797,797,36,100,Random,1250,2500,800.0,570.9961233037798,229.00387669622023
798,798,36,100,Random,1500,2434,800.0,336.7859899715187,463.2140100284813
799,799,36,100,Random,1750,0,41.886708181706354,0.0,41.886708181706354
800,800,36,100,Random,2000,0,41.38120548192643,0.0,41.38120548192643
801,801,36,100,Random,2250,0,59.32159893390945,0.0,59.32159893390945
802,802,36,100,Random,2500,2500,800.0,800.0,0.0
803,803,36,100,Simultaneous,0,0,0.0,0.0,0.0
804,804,36,100,Simultaneous,250,0,11.17377049180328,0.0,11.17377049180328
805,805,36,100,Simultaneous,500,28,565.0,0.0,565.0
806,806,36,100,Simultaneous,750,16,730.0,0.0,730.0
807,807,36,100,Simultaneous,1000,0,16.127710843373492,0.0,16.127710843373492
808,808,36,100,Simultaneous,1250,2147,799.0,100.64756775777492,698.3524322422251
809,809,36,100,Simultaneous,1500,2094,796.0,23.16807976872424,772.8319202312757
810,810,36,100,Simultaneous,1750,2175,798.0,42.11346312158418,755.8865368784158
811,811,36,100,Simultaneous,2000,2067,800.0,43.14417231862823,756.8558276813718
812,812,36,100,Simultaneous,2250,1873,800.0,58.80435803317233,741.1956419668277
813,813,36,100,Simultaneous,2500,2500,800.0,800.0,0.0
814,814,37,100,Random,0,0,0.0,0.0,0.0
815,815,37,100,Random,250,2454,800.0,323.08722976590514,476.91277023409486
816,816,37,100,Random,500,2466,799.0,299.4754399982511,499.5245600017489
817,817,37,100,Random,750,2485,799.0,249.14013852068493,549.8598614793151
818,818,37,100,Random,1000,2458,799.0,322.7312300173814,476.2687699826186
819,819,37,100,Random,1250,2346,799.0,236.85066001748208,562.1493399825179
820,820,37,100,Random,1500,2455,799.0,197.40797784274312,601.5920221572569
821,821,37,100,Random,1750,2459,796.2257336343115,251.45286110394477,544.7728725303667
822,822,37,100,Random,2000,0,42.351980125830806,0.0,42.351980125830806
823,823,37,100,Random,2250,0,41.275155551071194,0.0,41.275155551071194
824,824,37,100,Random,2500,2500,800.0,800.0,0.0
825,825,37,100,Simultaneous,0,0,0.0,0.0,0.0
826,826,37,100,Simultaneous,250,0,7.50344827586207,0.0,7.50344827586207
827,827,37,100,Simultaneous,500,0,217.96906812486844,0.0,217.96906812486844
828,828,37,100,Simultaneous,750,36,795.0,0.0,795.0
829,829,37,100,Simultaneous,1000,28,797.0,0.0,797.0
830,830,37,100,Simultaneous,1250,30,796.0,0.0,796.0
831,831,37,100,Simultaneous,1500,1914,799.0,8.256574727389353,790.7434252726107
832,832,37,100,Simultaneous,1750,2203,799.0,87.02479929119853,711.9752007088015
833,833,37,100,Simultaneous,2000,2118,800.0,91.73949673878491,708.260503261215
834,834,37,100,Simultaneous,2250,1941,800.0,156.21939046568787,643.7806095343121
835,835,37,100,Simultaneous,2500,2500,800.0,800.0,0.0
836,836,38,100,Random,0,0,0.0,0.0,0.0
837,837,38,100,Random,250,2482,800.0,444.83940413575306,355.16059586424694
838,838,38,100,Random,500,2484,800.0,369.6699924527894,430.3300075472106
839,839,38,100,Random,750,0,76.92933711804976,0.0,76.92933711804976
840,840,38,100,Random,1000,2427,799.0,278.94276384259445,520.0572361574056
841,841,38,100,Random,1250,2440,800.0,250.56697730574692,549.433022694253
842,842,38,100,Random,1500,0,51.55134778956942,0.0,51.55134778956942
843,843,38,100,Random,1750,0,36.460373604509776,0.0,36.460373604509776
844,844,38,100,Random,2000,2440,801.4715809893307,289.44827705840333,512.0233039309273
845,845,38,100,Random,2250,0,38.77213622291021,0.0,38.77213622291021
846,846,38,100,Random,2500,2500,800.0,800.0,0.0
847,847,38,100,Simultaneous,0,0,0.0,0.0,0.0
848,848,38,100,Simultaneous,250,0,11.158441558441558,0.0,11.158441558441558
849,849,38,100,Simultaneous,500,0,12.225641025641028,0.0,12.225641025641028
850,850,38,100,Simultaneous,750,33,797.0,0.0,797.0
851,851,38,100,Simultaneous,1000,0,23.971428571428575,0.0,23.971428571428575
852,852,38,100,Simultaneous,1250,69,798.0,0.0,798.0
853,853,38,100,Simultaneous,1500,2140,796.0,19.181560556682136,776.8184394433179
854,854,38,100,Simultaneous,1750,2077,800.0,65.40654171660981,734.5934582833902
855,855,38,100,Simultaneous,2000,2107,800.0,163.79951682737467,636.2004831726254
856,856,38,100,Simultaneous,2250,1917,800.0,39.04691298278304,760.953087017217
857,857,38,100,Simultaneous,2500,2500,800.0,800.0,0.0
858,858,39,100,Random,0,0,0.0,0.0,0.0
859,859,39,100,Random,250,2432,800.0,354.6944942659564,445.3055057340436
860,860,39,100,Random,500,2452,797.0,240.0569956617344,556.9430043382656
861,861,39,100,Random,750,2434,799.0,296.47710255328667,502.52289744671333
862,862,39,100,Random,1000,2472,800.0,325.66968610157005,474.33031389842995
863,863,39,100,Random,1250,2456,800.0,348.9111771801343,451.0888228198657
864,864,39,100,Random,1500,0,71.2267235727793,0.0,71.2267235727793
865,865,39,100,Random,1750,2448,800.0,252.86267051334553,547.1373294866545
866,866,39,100,Random,2000,2462,796.0,339.0508463750748,456.9491536249252
867,867,39,100,Random,2250,2445,801.4448622649759,281.64597638633086,519.798885878645
868,868,39,100,Random,2500,2500,800.0,800.0,0.0
869,869,39,100,Simultaneous,0,0,0.0,0.0,0.0
870,870,39,100,Simultaneous,250,0,11.332851985559568,0.0,11.332851985559568
871,871,39,100,Simultaneous,500,0,78.10239873617576,0.0,78.10239873617576
872,872,39,100,Simultaneous,750,16,748.137910216979,0.0,748.137910216979
873,873,39,100,Simultaneous,1000,17,788.0,0.0,788.0
874,874,39,100,Simultaneous,1250,0,24.69442933986212,0.0,24.69442933986212
875,875,39,100,Simultaneous,1500,2066,796.0,0.0,796.0
876,876,39,100,Simultaneous,1750,2135,800.0,149.1641108807051,650.835889119295
877,877,39,100,Simultaneous,2000,2111,800.0,155.27447076783264,644.7255292321673
878,878,39,100,Simultaneous,2250,1902,800.0,90.30604833556717,709.6939516644328
879,879,39,100,Simultaneous,2500,2500,800.0,800.0,0.0
880,880,40,100,Random,0,0,0.0,0.0,0.0
881,881,40,100,Random,250,2437,799.0,254.46434845818467,544.5356515418154
882,882,40,100,Random,500,2432,799.0,312.1591335589678,486.8408664410322
883,883,40,100,Random,750,2444,800.0,338.69385160776733,461.30614839223267
884,884,40,100,Random,1000,2482,799.0,373.14699763119904,425.85300236880096
885,885,40,100,Random,1250,2486,794.0,317.4408323801497,476.5591676198503
886,886,40,100,Random,1500,0,48.19563072586329,0.0,48.19563072586329
887,887,40,100,Random,1750,2489,799.0170286707212,326.93801673159487,472.0790119391263
888,888,40,100,Random,2000,0,59.6456947599178,0.0,59.6456947599178
889,889,40,100,Random,2250,2419,797.0,294.4013219484824,502.5986780515176
890,890,40,100,Random,2500,2500,800.0,800.0,0.0
891,891,40,100,Simultaneous,0,0,0.0,0.0,0.0
892,892,40,100,Simultaneous,250,0,11.133546325878592,0.0,11.133546325878592
893,893,40,100,Simultaneous,500,0,10.47431693989071,0.0,10.47431693989071
894,894,40,100,Simultaneous,750,30,797.0,0.0,797.0
895,895,40,100,Simultaneous,1000,28,799.0,0.0,799.0
896,896,40,100,Simultaneous,1250,2110,798.0,75.8286050138727,722.1713949861273
897,897,40,100,Simultaneous,1500,2102,797.0,14.12052540577782,782.8794745942222
898,898,40,100,Simultaneous,1750,2147,800.0,122.06281036001928,677.9371896399807
899,899,40,100,Simultaneous,2000,1991,800.0,28.039766936971965,771.960233063028
900,900,40,100,Simultaneous,2250,1951,800.0,131.58681856104423,668.4131814389558
901,901,40,100,Simultaneous,2500,2500,800.0,800.0,0.0
902,902,41,100,Random,0,0,0.0,0.0,0.0
903,903,41,100,Random,250,2439,800.0,392.26641928501846,407.73358071498154
904,904,41,100,Random,500,2449,799.0,238.6541739418981,560.3458260581019
905,905,41,100,Random,750,2400,797.0,217.2826331735912,579.7173668264088
906,906,41,100,Random,1000,2448,798.0,190.22006176106484,607.7799382389352
907,907,41,100,Random,1250,2463,800.0,357.7767458853577,442.2232541146423
908,908,41,100,Random,1500,2459,799.0,209.7745564871779,589.225443512822
909,909,41,100,Random,1750,0,31.32121212121212,0.0,31.32121212121212
910,910,41,100,Random,2000,0,38.26451770108225,0.0,38.26451770108225
911,911,41,100,Random,2250,2427,794.4948920484466,264.6186544958117,529.8762375526348
912,912,41,100,Random,2500,2500,800.0,800.0,0.0
913,913,41,100,Simultaneous,0,0,0.0,0.0,0.0
914,914,41,100,Simultaneous,250,0,9.24223602484472,0.0,9.24223602484472
915,915,41,100,Simultaneous,500,0,10.492193308550185,0.0,10.492193308550185
916,916,41,100,Simultaneous,750,0,11.90886075949367,0.0,11.90886075949367
917,917,41,100,Simultaneous,1000,27,797.0,0.0,797.0
918,918,41,100,Simultaneous,1250,40,800.0,0.0,800.0
919,919,41,100,Simultaneous,1500,2141,797.0,46.283072761072795,750.7169272389272
920,920,41,100,Simultaneous,1750,2134,800.0,63.386129843406465,736.6138701565935
921,921,41,100,Simultaneous,2000,2064,800.0,117.26868849247293,682.731311507527
922,922,41,100,Simultaneous,2250,1950,800.0,65.10382229996132,734.8961777000387
923,923,41,100,Simultaneous,2500,2500,800.0,800.0,0.0
924,924,42,100,Random,0,0,0.0,0.0,0.0
925,925,42,100,Random,250,2470,798.0,365.34941489627204,432.65058510372796
926,926,42,100,Random,500,2466,798.0,375.2354874450404,422.7645125549596
927,927,42,100,Random,750,2430,800.0,386.4136181575434,413.5863818424566
928,928,42,100,Random,1000,2464,797.0,354.37161977593246,442.62838022406754
929,929,42,100,Random,1250,2389,800.6265041888804,156.0392718136911,644.5872323751893
930,930,42,100,Random,1500,0,56.63558485880671,0.0,56.63558485880671
931,931,42,100,Random,1750,2447,800.8686066032457,276.85729383707275,524.011312766173
932,932,42,100,Random,2000,2438,799.0,327.3399519493123,471.6600480506877
933,933,42,100,Random,2250,0,39.54264007597341,0.0,39.54264007597341
934,934,42,100,Random,2500,2500,800.0,800.0,0.0
935,935,42,100,Simultaneous,0,0,0.0,0.0,0.0
936,936,42,100,Simultaneous,250,0,11.123809523809525,0.0,11.123809523809525
937,937,42,100,Simultaneous,500,0,10.430449826989621,0.0,10.430449826989621
938,938,42,100,Simultaneous,750,6,606.5399743335632,0.0,606.5399743335632
939,939,42,100,Simultaneous,1000,1484,798.0,0.0,798.0
940,940,42,100,Simultaneous,1250,2090,798.0,14.885405930777496,783.1145940692224
941,941,42,100,Simultaneous,1500,2100,799.0,21.88702700953126,777.1129729904687
942,942,42,100,Simultaneous,1750,2098,799.0,75.04897005899555,723.9510299410044
943,943,42,100,Simultaneous,2000,2066,800.0,46.43059859395919,753.5694014060408
944,944,42,100,Simultaneous,2250,1885,800.0,121.05120161740446,678.9487983825956
945,945,42,100,Simultaneous,2500,2500,800.0,800.0,0.0
946,946,43,100,Random,0,0,0.0,0.0,0.0
947,947,43,100,Random,250,2436,800.0,326.45663849991,473.54336150009
948,948,43,100,Random,500,2454,799.0,344.84087574414355,454.15912425585645
949,949,43,100,Random,750,2446,800.0,338.2495881984562,461.7504118015438
950,950,43,100,Random,1000,2500,800.0,515.9983475980805,284.0016524019195
951,951,43,100,Random,1250,2447,800.0,242.09157968821947,557.9084203117806
952,952,43,100,Random,1500,2403,797.0,164.21347919838604,632.786520801614
953,953,43,100,Random,1750,0,68.20403678355356,0.0,68.20403678355356
954,954,43,100,Random,2000,0,50.388337621236424,0.0,50.388337621236424
955,955,43,100,Random,2250,2426,800.4412753123654,264.39706534779225,536.0442099645732
956,956,43,100,Random,2500,2500,800.0,800.0,0.0
957,957,43,100,Simultaneous,0,0,0.0,0.0,0.0
958,958,43,100,Simultaneous,250,0,7.542857142857144,0.0,7.542857142857144
959,959,43,100,Simultaneous,500,2238,800.0,67.18365683049359,732.8163431695064
960,960,43,100,Simultaneous,750,0,140.88295625942683,0.0,140.88295625942683
961,961,43,100,Simultaneous,1000,30,799.0,0.0,799.0
962,962,43,100,Simultaneous,1250,1998,799.0,95.0602458576781,703.9397541423219
963,963,43,100,Simultaneous,1500,2106,799.0,22.350077155229148,776.6499228447708
964,964,43,100,Simultaneous,1750,2122,800.0,71.08538461858522,728.9146153814148
965,965,43,100,Simultaneous,2000,2051,800.0,77.25136019277654,722.7486398072234
966,966,43,100,Simultaneous,2250,2022,800.0,70.42758404284498,729.572415957155
967,967,43,100,Simultaneous,2500,2500,800.0,800.0,0.0
968,968,44,100,Random,0,0,0.0,0.0,0.0
969,969,44,100,Random,250,2407,798.0,395.07586219087517,402.92413780912483
970,970,44,100,Random,500,2473,799.0,258.8906762769355,540.1093237230646
971,971,44,100,Random,750,2448,799.0,171.03170385088393,627.9682961491161
972,972,44,100,Random,1000,2451,799.0,269.61014951960885,529.3898504803911
973,973,44,100,Random,1250,2428,800.0,257.12532305509933,542.8746769449007
974,974,44,100,Random,1500,2468,799.0,290.84500667109046,508.15499332890954
975,975,44,100,Random,1750,2472,799.2227171492204,283.48188283665934,515.7408343125611
976,976,44,100,Random,2000,2384,794.1965601965602,137.87878199157856,656.3177782049817
977,977,44,100,Random,2250,2411,798.4434782608696,244.90068176122568,553.5427964996439
978,978,44,100,Random,2500,2500,800.0,800.0,0.0
979,979,44,100,Simultaneous,0,0,0.0,0.0,0.0
980,980,44,100,Simultaneous,250,0,11.128662420382165,0.0,11.128662420382165
981,981,44,100,Simultaneous,500,5,638.0,0.0,638.0
982,982,44,100,Simultaneous,750,16,730.0,0.0,730.0
983,983,44,100,Simultaneous,1000,2126,797.0,26.319810325225518,770.6801896747745
984,984,44,100,Simultaneous,1250,48,797.0,0.0,797.0
985,985,44,100,Simultaneous,1500,14,685.0207596556061,0.0,685.0207596556061
986,986,44,100,Simultaneous,1750,2107,799.0,71.0616492894114,727.9383507105886
987,987,44,100,Simultaneous,2000,2078,800.0,52.69863283548209,747.301367164518
988,988,44,100,Simultaneous,2250,1931,800.0,103.49324994138672,696.5067500586133
989,989,44,100,Simultaneous,2500,2500,800.0,800.0,0.0
990,990,45,100,Random,0,0,0.0,0.0,0.0
991,991,45,100,Random,250,2440,798.0,362.0620256832892,435.9379743167108
992,992,45,100,Random,500,2460,798.0,366.98016499119433,431.01983500880567
993,993,45,100,Random,750,2442,799.0,300.2454021234513,498.7545978765487
994,994,45,100,Random,1000,2406,799.0,176.24989865925662,622.7501013407434
995,995,45,100,Random,1250,2483,800.0,397.73680137081766,402.26319862918234
996,996,45,100,Random,1500,0,34.18065409318899,0.0,34.18065409318899
997,997,45,100,Random,1750,0,44.289969410583026,0.0,44.289969410583026
998,998,45,100,Random,2000,0,57.45531914893617,0.0,57.45531914893617
999,999,45,100,Random,2250,0,51.90054769461342,0.0,51.90054769461342
1000,1000,45,100,Random,2500,2500,800.0,800.0,0.0
1001,1001,45,100,Simultaneous,0,0,0.0,0.0,0.0
1002,1002,45,100,Simultaneous,250,19,696.0,0.0,696.0
1003,1003,45,100,Simultaneous,500,15,654.0,0.0,654.0
1004,1004,45,100,Simultaneous,750,18,589.0,0.0,589.0
1005,1005,45,100,Simultaneous,1000,36,797.0,0.0,797.0
1006,1006,45,100,Simultaneous,1250,27,797.0,0.0,797.0
1007,1007,45,100,Simultaneous,1500,2121,798.0,115.21388412254987,682.7861158774501
1008,1008,45,100,Simultaneous,1750,2198,800.0,129.98463059019687,670.0153694098032
1009,1009,45,100,Simultaneous,2000,2143,800.0,17.94365323111714,782.0563467688828
1010,1010,45,100,Simultaneous,2250,1944,800.0,36.30270714388179,763.6972928561182
1011,1011,45,100,Simultaneous,2500,2500,800.0,800.0,0.0
1012,1012,46,100,Random,0,0,0.0,0.0,0.0
1013,1013,46,100,Random,250,2431,800.0,376.8008733339792,423.1991266660208
1014,1014,46,100,Random,500,2463,800.0,344.7279712254517,455.2720287745483
1015,1015,46,100,Random,750,2464,800.0,226.14074534620775,573.8592546537923
1016,1016,46,100,Random,1000,2441,800.0,329.4995474547451,470.5004525452549
1017,1017,46,100,Random,1250,2442,800.717082179132,216.13222509067822,584.5848570884539
1018,1018,46,100,Random,1500,2445,801.5535353535354,201.94483966649415,599.6086956870413
1019,1019,46,100,Random,1750,2444,800.0,260.78969187453936,539.2103081254606
1020,1020,46,100,Random,2000,0,72.91682569509588,0.0,72.91682569509588
1021,1021,46,100,Random,2250,0,37.5097901900563,0.0,37.5097901900563
1022,1022,46,100,Random,2500,2500,800.0,800.0,0.0
1023,1023,46,100,Simultaneous,0,0,0.0,0.0,0.0
1024,1024,46,100,Simultaneous,250,0,11.11898734177215,0.0,11.11898734177215
1025,1025,46,100,Simultaneous,500,76,798.0,0.0,798.0
1026,1026,46,100,Simultaneous,750,0,11.889655172413793,0.0,11.889655172413793
1027,1027,46,100,Simultaneous,1000,2146,800.0,40.14184157381201,759.858158426188
1028,1028,46,100,Simultaneous,1250,42,797.0,0.0,797.0
1029,1029,46,100,Simultaneous,1500,112,797.0,1.0,796.0
1030,1030,46,100,Simultaneous,1750,2106,798.0,86.57333116831315,711.4266688316868
1031,1031,46,100,Simultaneous,2000,2083,800.0,229.71314245970157,570.2868575402985
1032,1032,46,100,Simultaneous,2250,1916,800.0,15.875346411938166,784.1246535880618
1033,1033,46,100,Simultaneous,2500,2500,800.0,800.0,0.0
1034,1034,47,100,Random,0,0,0.0,0.0,0.0
1035,1035,47,100,Random,250,2472,800.0,402.9153594287779,397.0846405712221
1036,1036,47,100,Random,500,2436,797.0,100.78737183398165,696.2126281660184
1037,1037,47,100,Random,750,0,38.38454106280193,0.0,38.38454106280193
1038,1038,47,100,Random,1000,2443,800.0,216.96047462409499,583.039525375905
1039,1039,47,100,Random,1250,2475,798.0,242.49646296295964,555.5035370370404
1040,1040,47,100,Random,1500,2468,801.5617571059431,271.8340744402738,529.7276826656694
1041,1041,47,100,Random,1750,0,46.33842293753082,0.0,46.33842293753082
1042,1042,47,100,Random,2000,2469,800.0,243.70367186282752,556.2963281371725
1043,1043,47,100,Random,2250,0,43.10162741673817,0.0,43.10162741673817
1044,1044,47,100,Random,2500,2500,800.0,800.0,0.0
1045,1045,47,100,Simultaneous,0,0,0.0,0.0,0.0
1046,1046,47,100,Simultaneous,250,0,9.311475409836067,0.0,9.311475409836067
1047,1047,47,100,Simultaneous,500,0,12.300196463654224,0.0,12.300196463654224
1048,1048,47,100,Simultaneous,750,107,797.0,1.8285714285714285,795.1714285714286
1049,1049,47,100,Simultaneous,1000,2139,799.0,31.038917568926205,767.9610824310738
1050,1050,47,100,Simultaneous,1250,1679,799.0,1.0,798.0
1051,1051,47,100,Simultaneous,1500,2012,798.0,5.0,793.0
1052,1052,47,100,Simultaneous,1750,2107,800.0,112.22844860589305,687.771551394107
1053,1053,47,100,Simultaneous,2000,2035,800.0,116.4991766166304,683.5008233833696
1054,1054,47,100,Simultaneous,2250,1933,800.0,26.56564451545477,773.4343554845452
1055,1055,47,100,Simultaneous,2500,2500,800.0,800.0,0.0
1056,1056,48,100,Random,0,0,0.0,0.0,0.0
1057,1057,48,100,Random,250,2492,800.0,395.0466315287992,404.9533684712008
1058,1058,48,100,Random,500,2448,799.0,130.42632735346288,668.5736726465371
1059,1059,48,100,Random,750,0,29.762997658079627,0.0,29.762997658079627
1060,1060,48,100,Random,1000,2494,800.0,388.7307196836278,411.2692803163722
1061,1061,48,100,Random,1250,2425,800.0,200.49934602780124,599.5006539721987
1062,1062,48,100,Random,1500,0,40.51966602440591,0.0,40.51966602440591
1063,1063,48,100,Random,1750,2415,799.0,331.9832853025937,467.0167146974063
1064,1064,48,100,Random,2000,0,50.53530048802945,0.0,50.53530048802945
1065,1065,48,100,Random,2250,0,68.10071625237,0.0,68.10071625237
1066,1066,48,100,Random,2500,2500,800.0,800.0,0.0
1067,1067,48,100,Simultaneous,0,0,0.0,0.0,0.0
1068,1068,48,100,Simultaneous,250,0,9.286173633440516,0.0,9.286173633440516
1069,1069,48,100,Simultaneous,500,2312,733.9130704139338,113.9564832292813,619.9565871846526
1070,1070,48,100,Simultaneous,750,2147,797.0,76.28622703672664,720.7137729632734
1071,1071,48,100,Simultaneous,1000,2147,800.0,48.23370745667983,751.7662925433202
1072,1072,48,100,Simultaneous,1250,0,25.17575963319241,0.0,25.17575963319241
1073,1073,48,100,Simultaneous,1500,44,797.0,0.0,797.0
1074,1074,48,100,Simultaneous,1750,2067,800.0,73.20324824944478,726.7967517505552
1075,1075,48,100,Simultaneous,2000,2057,800.0,27.784957758203824,772.2150422417961
1076,1076,48,100,Simultaneous,2250,2009,800.0,17.489414574956175,782.5105854250438
1077,1077,48,100,Simultaneous,2500,2500,800.0,800.0,0.0
1078,1078,49,100,Random,0,0,0.0,0.0,0.0
1079,1079,49,100,Random,250,2477,799.0,309.67653928373255,489.32346071626745
1080,1080,49,100,Random,500,2437,800.0,261.12360460834304,538.876395391657
1081,1081,49,100,Random,750,2483,800.0,360.1572217192296,439.8427782807704
1082,1082,49,100,Random,1000,2460,801.0682926829268,354.6485989613138,446.419693721613
1083,1083,49,100,Random,1250,2494,799.0,452.3632165155498,346.6367834844502
1084,1084,49,100,Random,1500,0,50.55132909715978,0.0,50.55132909715978
1085,1085,49,100,Random,1750,2387,795.8654867256637,195.54092450278347,600.3245622228802
1086,1086,49,100,Random,2000,0,67.73751152249812,0.0,67.73751152249812
1087,1087,49,100,Random,2250,0,42.508689514990685,0.0,42.508689514990685
1088,1088,49,100,Random,2500,2500,800.0,800.0,0.0
1089,1089,49,100,Simultaneous,0,0,0.0,0.0,0.0
1090,1090,49,100,Simultaneous,250,0,11.227118644067797,0.0,11.227118644067797
1091,1091,49,100,Simultaneous,500,2200,798.0,79.39285724321226,718.6071427567878
1092,1092,49,100,Simultaneous,750,0,11.91611253196931,0.0,11.91611253196931
1093,1093,49,100,Simultaneous,1000,0,20.133333333333333,0.0,20.133333333333333
1094,1094,49,100,Simultaneous,1250,0,23.98088798737886,0.0,23.98088798737886
1095,1095,49,100,Simultaneous,1500,2143,800.0,65.19637282614737,734.8036271738526
1096,1096,49,100,Simultaneous,1750,2163,798.0,140.62069315427266,657.3793068457273
1097,1097,49,100,Simultaneous,2000,2108,800.0,173.6814529400915,626.3185470599085
1098,1098,49,100,Simultaneous,2250,1962,800.0,13.080578693555456,786.9194213064445
1099,1099,49,100,Simultaneous,2500,2500,800.0,800.0,0.0
1100,1100,50,100,Random,0,0,0.0,0.0,0.0
1101,1101,50,100,Random,250,2470,800.0,360.7029222885967,439.2970777114033
1102,1102,50,100,Random,500,2479,800.0,418.5116764514303,381.4883235485697
1103,1103,50,100,Random,750,2445,799.0,266.9391297149288,532.0608702850711
1104,1104,50,100,Random,1000,2430,800.5365155131265,389.32801783691644,411.20849767621
1105,1105,50,100,Random,1250,2435,799.0,200.6621424904027,598.3378575095974
1106,1106,50,100,Random,1500,2436,799.0,345.7209868956427,453.2790131043573
1107,1107,50,100,Random,1750,2447,794.5092214246273,250.56855763206738,543.9406637925599
1108,1108,50,100,Random,2000,0,37.08598130841121,0.0,37.08598130841121
1109,1109,50,100,Random,2250,0,64.73311043271792,0.0,64.73311043271792
1110,1110,50,100,Random,2500,2500,800.0,800.0,0.0
1111,1111,50,100,Simultaneous,0,0,0.0,0.0,0.0
1112,1112,50,100,Simultaneous,250,0,11.045783132530122,0.0,11.045783132530122
1113,1113,50,100,Simultaneous,500,0,12.19644128113879,0.0,12.19644128113879
1114,1114,50,100,Simultaneous,750,0,65.73621715427035,0.0,65.73621715427035
1115,1115,50,100,Simultaneous,1000,6,631.7128054740958,0.0,631.7128054740958
1116,1116,50,100,Simultaneous,1250,2101,797.0,2.0,795.0
1117,1117,50,100,Simultaneous,1500,2129,799.0,114.74976710392733,684.2502328960727
1118,1118,50,100,Simultaneous,1750,2175,800.0,158.52463312893278,641.4753668710672
1119,1119,50,100,Simultaneous,2000,2011,800.0,112.23505765171504,687.764942348285
1120,1120,50,100,Simultaneous,2250,1946,800.0,87.49127254817323,712.5087274518268
1121,1121,50,100,Simultaneous,2500,2500,800.0,800.0,0.0
1122,1122,51,100,Random,0,0,0.0,0.0,0.0
1123,1123,51,100,Random,250,2444,799.0,364.67072124026765,434.32927875973235
1124,1124,51,100,Random,500,2483,798.0,345.21421787116134,452.78578212883866
1125,1125,51,100,Random,750,2478,799.0,363.9192664578846,435.0807335421154
1126,1126,51,100,Random,1000,2474,798.0,280.54489857670575,517.4551014232943
1127,1127,51,100,Random,1250,2456,799.0,383.7436829606894,415.2563170393106
1128,1128,51,100,Random,1500,2468,798.0,219.70795957172768,578.2920404282723
1129,1129,51,100,Random,1750,0,45.26053853433216,0.0,45.26053853433216
1130,1130,51,100,Random,2000,0,40.41426090625827,0.0,40.41426090625827
1131,1131,51,100,Random,2250,0,52.505272895467165,0.0,52.505272895467165
1132,1132,51,100,Random,2500,2500,800.0,800.0,0.0
1133,1133,51,100,Simultaneous,0,0,0.0,0.0,0.0
